uid	Statement Number	Evaluation Block	Statement	Submitter	Source	Target	Generated Question	Rel_1	Rel_2	Rel_3	Relevance	QT_1	QT_2	QT_3	Question Type	Cor_1	Cor_2	Cor_3	Correctness	Amb_1	Amb_2	Amb_3	Ambiguity	Var_1	Var_2	Var_3	Variety
541	47	162	The Tigris unites with the Euphrates near Basra, and from this junction to the Persian Gulf the mass of moving water is known as the Shatt-al-Arab.	a	Wikipedia	which	The Tigris unites with the Euphrateses near Basra, and from this junction to the Persian Gulf. what place is the mass of moving water known as? 	2	2	2	2.00	2	2	2	2.00	2	3	3	2.67	2	2	2	2.00	2	1	1	1.33
542	47	162	The Tigris unites with the Euphrates near Basra, and from this junction to the Persian Gulf the mass of moving water is known as the Shatt-al-Arab.	a	Wikipedia	which	The Tigris unites near Basra , and from this junction to the Persian Gulf with the Euphrateses. what place is the mass of moving water known as? 	2	2	2	2.00	2	2	2	2.00	2	3	3	2.67	2	2	2	2.00	2	1	1	1.33
543	47	162	The Tigris unites with the Euphrates near Basra, and from this junction to the Persian Gulf the mass of moving water is known as the Shatt-al-Arab.	a	Wikipedia	what	What does the Tigris unite? 	1	1	1	1.00	1	1	1	1.00	2	1	2	1.67	2	2	2	2.00	1	1	1	1.00
544	47	162	The Tigris unites with the Euphrates near Basra, and from this junction to the Persian Gulf the mass of moving water is known as the Shatt-al-Arab.	a	Wikipedia	what	What is known as the Shatt-Alaska Arab? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	2	1.33	1	1	1	1.00
545	47	163	The Tigris unites with the Euphrates near Basra, and from this junction to the Persian Gulf the mass of moving water is known as the Shatt-al-Arab.	b	Wikipedia	which	Which unites with the Euphrates near Basra? 	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	1	2	1	1.33	1	1	1	1.00
546	47	163	The Tigris unites with the Euphrates near Basra, and from this junction to the Persian Gulf the mass of moving water is known as the Shatt-al-Arab.	b	Wikipedia	which	Which Euphrates does the Tigris unites with? 	2	2	2	2.00	1	1	1	1.00	2	1	2	1.67	1	1	2	1.33	1	1	1	1.00
547	47	163	The Tigris unites with the Euphrates near Basra, and from this junction to the Persian Gulf the mass of moving water is known as the Shatt-al-Arab.	b	Wikipedia	what	What does the Tigris unites with? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	2	2	1.67	1	1	1	1.00
548	47	163	The Tigris unites with the Euphrates near Basra, and from this junction to the Persian Gulf the mass of moving water is known as the Shatt-al-Arab.	b	Wikipedia	what	What unites with the Euphrates near Basra? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
549	47	164	The Tigris unites with the Euphrates near Basra, and from this junction to the Persian Gulf the mass of moving water is known as the Shatt-al-Arab.	c	Wikipedia	which	The Tigris unites with the Euphrates near Basra , and from this junction to which Gulf the mass of moving water is known as the Shatt-al-Arab ? 	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	1	1	1	1.00	3	3	3	3.00
550	47	165	The Tigris unites with the Euphrates near Basra, and from this junction to the Persian Gulf the mass of moving water is known as the Shatt-al-Arab.	d	Wikipedia	what	What unites with the Euphrates near Basra? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
551	47	165	The Tigris unites with the Euphrates near Basra, and from this junction to the Persian Gulf the mass of moving water is known as the Shatt-al-Arab.	d	Wikipedia	what	What The Tigris unites with the Euphrates near? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	1	1	1	1.00
552	48	166	According to the Biblical book of Daniel, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz.	a	Wikipedia	which	According to the biblical book of Daniel at a young age Daniel was carried off under the authority of Ashpenaz to which place when he was trained in the service of the court? 	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	2	1	1	1.33	2	1	1	1.33
553	48	166	According to the Biblical book of Daniel, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz.	a	Wikipedia	which	According to the biblical book of Daniel to which place when he was trained in the service of the court under the authority of Ashpenaz at a young age Daniel was carried off? 	1	2	2	1.67	1	1	1	1.00	2	3	3	2.67	2	1	1	1.33	2	1	1	1.33
554	48	166	According to the Biblical book of Daniel, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz.	a	Wikipedia	where	According to the biblical book of Daniel at a young age, Daniel was carried off where under the authority of Ashpenaz where he was trained in the service of the court? 	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	2	1	1	1.33	1	1	1	1.00
555	48	166	According to the Biblical book of Daniel, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz.	a	Wikipedia	where	Where was he trained in the service? 	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	3	3	3	3.00	1	1	1	1.00
556	48	166	According to the Biblical book of Daniel, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz.	a	Wikipedia	who	According to the biblical book of who at a young age who was carried in the service of the court off to Babylon where he was trained under the authority of Ashpenaz? 	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	1	2	2	1.67	1	1	1	1.00
557	48	166	According to the Biblical book of Daniel, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz.	a	Wikipedia	who	Who is Daniel? 	2	1	1	1.33	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	1	1	1	1.00
558	48	167	According to the Biblical book of Daniel, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz.	b	Wikipedia	which	According to which book, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
559	48	167	According to the Biblical book of Daniel, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz.	b	Wikipedia	which	According to the Biblical book of Daniel, at which age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	1	1	1	1.00
560	48	167	According to the Biblical book of Daniel, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz.	b	Wikipedia	where	Where was according to the Biblical book of Daniel, at a young age Daniel carried off? 	1	1	1	1.00	1	1	1	1.00	2	2	3	2.33	1	1	1	1.00	3	3	3	3.00
561	48	168	According to the Biblical book of Daniel, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz.	c	Wikipedia	who	who according to the Biblical book of Daniel ? 	2	2	2	2.00	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00	3	3	3	3.00
562	48	168	According to the Biblical book of Daniel, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz.	c	Wikipedia	where	where according to the Biblical book ? 	2	2	2	2.00	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00	2	1	1	1.33
563	48	168	According to the Biblical book of Daniel, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz.	c	Wikipedia	where	where Daniel , at a young age Daniel was carried off to ? 	2	2	2	2.00	1	1	1	1.00	2	3	3	2.67	2	2	2	2.00	2	1	1	1.33
564	48	168	According to the Biblical book of Daniel, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz.	c	Wikipedia	which	According to which book of Daniel , at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz ? 	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	1	1	1	1.00	3	3	3	3.00
565	48	169	According to the Biblical book of Daniel, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz.	d	Wikipedia	who	Who was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00
566	48	169	According to the Biblical book of Daniel, at a young age Daniel was carried off to Babylon where he was trained in the service of the court under the authority of Ashpenaz.	d	Wikipedia	who	Who was carried off in the service of the court under the authority of Ashpenaz? 	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00	2	2	2	2.00
567	49	170	Rescue teams located wreckage near the community of Grammatiko 40 km (25 miles) from Athens.	a	Wikipedia	where	Where is Grammatiko? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	1	1	1.33
568	49	170	Rescue teams located wreckage near the community of Grammatiko 40 km (25 miles) from Athens.	a	Wikipedia	where	Near the community of Grammatiko from where did rescue teams locate wreckage? 	2	2	2	2.00	1	1	1	1.00	2	2	2	2.00	2	1	1	1.33	2	1	1	1.33
569	49	170	Rescue teams located wreckage near the community of Grammatiko 40 km (25 miles) from Athens.	a	Wikipedia	how many	Where is Grammatiko? 	1	1	1	1.00	2	2	2	2.00	1	1	1	1.00	1	1	1	1.00	2	1	1	1.33
570	49	170	Rescue teams located wreckage near the community of Grammatiko 40 km (25 miles) from Athens.	a	Wikipedia	how many	Near the community of Grammatiko from where did rescue teams locate wreckage? 	2	2	1	1.67	2	2	2	2.00	2	2	2	2.00	2	1	2	1.67	2	1	1	1.33
571	49	171	Rescue teams located wreckage near the community of Grammatiko 40 km (25 miles) from Athens.	c	Wikipedia	how many	How many km from Athens Rescue teams located wreckage near the community of Grammatiko ? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	3	3	3	3.00
572	49	172	Rescue teams located wreckage near the community of Grammatiko 40 km (25 miles) from Athens.	d	Wikipedia	where	Rescue teams located wreckage near the community of Grammatiko 40 km 25 miles from where? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
573	49	172	Rescue teams located wreckage near the community of Grammatiko 40 km (25 miles) from Athens.	d	Wikipedia	where	Where did teams locate wreckage? 	1	1	1	1.00	1	1	1	1.00	2	1	2	1.67	2	2	2	2.00	1	1	1	1.00
574	49	172	Rescue teams located wreckage near the community of Grammatiko 40 km (25 miles) from Athens.	d	Wikipedia	how many	Rescue teams located wreckage near the community of Grammatiko how many km 25 miles from Athens? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	1	1	1	1.00
575	49	172	Rescue teams located wreckage near the community of Grammatiko 40 km (25 miles) from Athens.	d	Wikipedia	how many	Rescue teams located wreckage near the community of Grammatiko 40 km how many miles from Athens? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	1	1	1	1.00
576	50	173	Similarly, as elevation increases there is less overlying atmospheric mass, so that pressure decreases with increasing elevation.	a	Wikipedia	why	Why is elevation increasing? 	3	3	3	3.00	1	1	1	1.00	2	1	1	1.33	2	3	3	2.67	1	1	1	1.00
577	50	173	Similarly, as elevation increases there is less overlying atmospheric mass, so that pressure decreases with increasing elevation.	a	Wikipedia	why	Why Similarly, as elevation increases, there is less overlying atmospheric mass, so that pressure decreases with increasing elevation. 	3	2	2	2.33	1	1	1	1.00	2	3	3	2.67	2	2	2	2.00	1	1	1	1.00
578	50	174	Similarly, as elevation increases there is less overlying atmospheric mass, so that pressure decreases with increasing elevation.	c	Wikipedia	why	Why decreases so that pressure with increasing elevation ? 	3	3	3	3.00	1	1	1	1.00	2	4	4	3.33	2	2	2	2.00	3	3	3	3.00
579	50	175	Similarly, as elevation increases there is less overlying atmospheric mass, so that pressure decreases with increasing elevation.	d	Wikipedia	why	Why there is less overlying atmospheric mass, so that pressure decreases with increasing elevation? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	2	2	2	2.00
580	50	175	Similarly, as elevation increases there is less overlying atmospheric mass, so that pressure decreases with increasing elevation.	d	Wikipedia	why	Why there is less overlying atmospheric mass, so that pressure decreases? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	2	2	1.67	2	2	2	2.00
581	51	176	Glacier ice is the largest reservoir of fresh water on Earth, and is second only to oceans as the largest reservoir of total water.	a	Wikipedia	yes/no	Is glacier ice the most large reservoir of Fresh Water on Earth ,? 	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	1	1	1	1.00	1	1	1	1.00
582	51	176	Glacier ice is the largest reservoir of fresh water on Earth, and is second only to oceans as the largest reservoir of total water.	a	Wikipedia	yes/no	Is ice second only to oceans as the most large reservoir of total water? 	2	2	2	2.00	1	1	1	1.00	2	3	3	2.67	2	1	1	1.33	1	1	1	1.00
583	51	176	Glacier ice is the largest reservoir of fresh water on Earth, and is second only to oceans as the largest reservoir of total water.	a	Wikipedia	what	What is glacier ice? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
584	51	176	Glacier ice is the largest reservoir of fresh water on Earth, and is second only to oceans as the largest reservoir of total water.	a	Wikipedia	what	What is second only to oceans as the largest reservoir of total water? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
585	51	177	Glacier ice is the largest reservoir of fresh water on Earth, and is second only to oceans as the largest reservoir of total water.	b	Wikipedia	what	What is the largest reservoir of fresh water on Earth, and is second only to oceans as the largest reservoir of total water? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
586	51	178	Glacier ice is the largest reservoir of fresh water on Earth, and is second only to oceans as the largest reservoir of total water.	c	Wikipedia	yes/no	Is Glacier ice the largest reservoir of fresh water on Earth ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00
587	51	178	Glacier ice is the largest reservoir of fresh water on Earth, and is second only to oceans as the largest reservoir of total water.	c	Wikipedia	yes/no	Is Glacier ice is the largest reservoir of fresh water on Earth second only to oceans as the largest reservoir of total water ? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	2	2	2	2.00
588	51	179	Glacier ice is the largest reservoir of fresh water on Earth, and is second only to oceans as the largest reservoir of total water.	d	Wikipedia	yes/no	Is Glacier ice is the largest reservoir of fresh water? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	2	1	1.33	2	1	1	1.33
589	51	179	Glacier ice is the largest reservoir of fresh water on Earth, and is second only to oceans as the largest reservoir of total water.	d	Wikipedia	yes/no	Is Glacier ice is the largest reservoir on Earth? 	1	1	1	1.00	1	1	1	1.00	1	3	3	2.33	2	2	1	1.67	2	1	1	1.33
590	51	179	Glacier ice is the largest reservoir of fresh water on Earth, and is second only to oceans as the largest reservoir of total water.	d	Wikipedia	what	What is the largest reservoir of fresh water? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	2	1	1.33	2	1	1	1.33
591	51	179	Glacier ice is the largest reservoir of fresh water on Earth, and is second only to oceans as the largest reservoir of total water.	d	Wikipedia	what	What is the largest reservoir on Earth? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	2	1	1	1.33
